id,data,feat_C_is_measurable,feat_E_has_commitment_verb,feat_A_is_historical,feat_A_is_historical_analysis,feat_B_is_risk_disclosure,feat_B_is_risk_disclosure_analysis,feat_D_has_hedging_words,feat_D_has_hedging_words_analysis
10098,"某公司以聯合國開發計劃署提出的「勞工權利、環境權利、表達與參與、性別平等、服務與產品責任、治理與安全」六大人權面向為基礎,鑑別顯著人權議題,並參考歐盟《企業永續盡職調查義務指令》(Corporate Sustainability Due Diligence Directive)及 MVO Nederland CSR Risk Check,考量氣候與能源、生物多樣性及不同地理特性的人權風險,針對全球同仁首次執行「職場人權氛圍調查」,回收 64,625 份有效問卷,回覆率 82%。調查內容包含「環境意識、土地利用及所有權、強迫勞動與抵押勞工、健康與安全、僱傭條款、薪資與工時、騷擾、歧視、心理健康/心理安全感、隱私、表達與參與」11 個類別 40 個問項,某公司將以此調查結果與同仁的意見反饋,做為持續優化人權管理行動的參考。",1,0,1,Step 1: 本文的核心動作是首次執行職場人權氛圍調查，並回收有效問卷。時間錨點是已完成的調查行動。Step 2: 問卷調查的執行和回收數據是已經發生的現實。Step 3: 雖然提到未來會持續優化人權管理，但文本的核心在於已完成的調查結果。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 主詞是公司以及其人權管理行動。Step 2: 描述的是進行調查及收集問卷結果的過程，沒有提到未來情境的財務衝擊或損失。Step 3: 此為調查數據及管理行動的描述，不屬於被動風險揭露。Step 4: 判定為 0。,0,"Step 1: 文中有""持續優化""等軟詞，但不是核心。Step 2: 提供了具體行動，如執行""職場人權氛圍調查""，有明確數字（64,625份問卷、82%回覆率）。Step 3: 調查數據和回覆率能被第三方查證。Step 4: 儘管有軟詞，但硬數據覆蓋，判定為0。"
10099,"某公司主要資訊系統於 2018 年 12 月 3 日通過 ISO/IEC 27001 驗證,為持續確保資訊安全實施與維護證書有效性,每年實施包含資產盤點、風險評鑑與處置、關鍵系統營運持續計畫及相對應之演練、內部稽核等控制措施。經外部驗證單位於 2024 年 7 月 12 日以 ISO/IEC 27001:2022 國際標準執行驗證通過,證書效期展延至 2027 年 8 月 8 日。我們將持續推動與落實資訊安全制度至某公司集團全球各地區、各事業單位,以降低未知的資安風險,建立一個安全可信賴的資訊環境,從而保障集團和客戶的權益。",1,1,1,Step 1: 時間錨點包括2018年的首次通過驗證和2024年的重新驗證通過。核心動作是通過ISO/IEC 27001認證及持續執行控制措施。Step 2: 通過驗證和執行措施是已經發生的事實，且證書已展延。持續推動是附帶的未來動作。Step 3: 核心著重於已通過的驗證結果和現行措施。Step 4: 持續推動未來制度是附帶，不是核心。判定為歷史/現狀，故為 1。,0,Step 1: 主詞是公司資訊安全管理行動。Step 2: 描述的是獲得證書驗證和主動推動資安措施，並不是未來情境衝擊或損失。Step 3: 涉及評鑑、內部稽核和控制措施，不是單純風險揭露。Step 4: 屬於公司主動行動與承諾，判定為 0。,0,Step 1: 出現持續推動與落實軟詞。Step 2: 提供了具體的年份、驗證日期及證書效期。2024 年的驗證通過和證書展延可被查證。Step 3: 驗證通過的事實由外部單位確認，是可查證的。Step 4: 軟詞僅為附帶修辭，核心以驗證和控制措施為主，判定為 0。
10100,"針對利害關係人所關切之重大人權議題,某公司從政策及內部規範之檢視著手,確保各項管理辦法之周延性,同時設定年度績效目標,定期追蹤相關工作計畫之執行成效,並持續依循 RBA 之管理架構進行日常作業稽核,針對缺失項目要求責任單位展開改善計畫,確保相關人權風險得以有效控管及降低。",0,0,0,Step 1: 核心動作為檢視政策、設定績效目標、定期追蹤、日常作業稽核、展開改善計畫。時間錨點涉及日常作業稽核與年度績效目標。Step 2: 日常作業稽核和依循管理架構是現行實施，但設定年度績效目標及改善計畫涉及未來成效。Step 3: 文本核心側重於設定目標及追蹤改善計畫的執行成效。Step 4: 根據文本核心為未來目標和計畫，判定為未來，故為 0。,0,Step 1: 主詞是公司本身的行動與改善措施。Step 2: 描述的是公司設定目標、追蹤執行成效，以及進行日常作業稽核和改善計畫。Step 3: 這是公司主動的管理措施和目標設定，不是被動描述風險的衝擊。Step 4: 判定為 0。,0,Step 1: 文本包含確保、設定目標、追蹤成效、持續等詞，沒有明顯的公關軟詞或條件式逃脫。Step 2: 提到年度績效目標、定期追蹤、依循 RBA 管理架構及日常作業稽核等具體行動。Step 3: 這些行動可以被第三方查證。Step 4: 文中描述的內容具體而明確，有硬證據可供查證，故判定為 0。
10101,"為確保永續供應鏈管理的全面性與效益,某公司以董事會作為永續供應鏈的最高決策單位。董事會定期督導各項永續專案的推動與效益,確保所有決策與行動均符合公司長期發展目標。由董事會功能性委員會 - 永續發展暨資安委員會,每年兩次檢視永續責任採購工作小組之工作內容,確保永續供應鏈各項管理制度之落實。並且委由永續執行委員會,每月追蹤各項永續供應鏈專案之執行進度與各項績效成果。",1,1,1,Step 1: 核心動作是定期督導、檢視和追蹤永續專案及制度落實。時間錨點是定期、每年兩次、每月。Step 2: 這些行為是目前正在實施的管理流程和制度。Step 3: 文中沒有未來的承諾或目標作為核心。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 主詞是公司本身的行動與治理結構。Step 2: 描述的是公司治理與管理制度，不涉及未來情境造成的衝擊或損失。Step 3: 這是內部管理與績效追蹤，應排除為 0。Step 4: 判定為 0。,0,Step 1: 文中沒有顯著的軟詞或條件式逃脫詞彙，整體聚焦於公司的制度性安排和流程。Step 2: 提到董事會、功能性委員會、永續發展暨資安委員會、永續責任採購工作小組等具體組織，並有定期檢視和每月追蹤的具體行動。Step 3: 組織結構和檢視頻率可以被查證。Step 4: 雖然提及確保等詞，但具備具體的框架，且詞彙非核心證據，故不應判為 1。
10102,"為增進管理階層及一般員工在洗錢防制及打擊資恐方面之觀念,2024 年度金控董事在公司治理課程亦持續納入防制洗錢及打擊資恐教育訓練,針對集團洗錢防制專責主管 / 人員亦投入相當之教育訓練,總教育訓練時數達 647 小時;此外集團對金控及銀行、人壽、證券、投信、投顧、期貨、融資租賃等子公司之員工所提供之教育訓練方式,包含實體、線上 e-learning 及外部教育訓練課程,合計教育訓練時數為 41,571.44 小時,參加之員工人次為 28,936 人。其課程內容涵蓋洗錢防制趨勢、異常帳戶管理、洗錢和資恐之風險趨勢、法令遵循、打擊資恐實戰武備、系統操作、業務執行上注意事項、可疑交易態樣、案例分享、通報說明及常見缺失說明等合計超過 100 堂課。2024 年洗錢防制及打擊資恐教育訓練完訓率為 100%。",1,0,1,Step 1: 時間錨點為2024年度，核心動作為持續進行教育訓練並已達成各項績效指標。Step 2: 教育訓練時數與完訓率是已完成的績效。Step 3: 文本核心是已完成的教育訓練績效。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 文本核心主詞是公司本身的行動和績效。Step 2: 描述的是公司要達成和已完成的教育訓練目標和數據。Step 3: 這是一個單純報告公司已完成的教育訓練數據。Step 4: 没有描述未來情境的衝擊或曝險，是主動行動，判定為 0。,0,Step 1: 文中沒有使用公關軟詞或條件式逃脫。Step 2: 內容包含2024年、總教育訓練時數、參加人次、具體課程內容和完訓率等具體數據和成果。Step 3: 這些具體數據和執行內容都可以被第三方查證。Step 4: 本句無軟詞影響，沒有判為模糊性的必要，判定為 0。
10103,"2024年,本公司成功入選「碳競爭力百強」名單,並於碳排增加率、碳生產力成長率及減碳承諾度三項關鍵指標中榮獲第一,反映在碳管理上的努力。該評選涵蓋企業公開揭露數據與自主問卷填報兩大部分,從減碳目標承諾、管理層參與程度至揭露完整度等多重面向進行綜合評估。近年來,某公司積極提升綠電使用比例,2023年綠電採購已覆蓋其中四大廠區總用電量的27.92%。評選結果顯示,某公司有效展現減碳行動與營運效能的高度整合,亦鞏固公司於電子製造產業中的碳競爭優勢,持續邁向永續營運目標。",1,1,1,Step 1: 時間錨點包括2024年和2023年，核心動作為成功入選名單與綠電採購覆蓋率已達成27.92%。Step 2: 入選碳競爭力百強和綠電採購覆蓋率是已完成的事實。Step 3: 文本核心集中在已發生的績效，未來目標僅是持續性表述。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 主詞是公司本身的行動與績效。Step 2: 描述的是公司在碳管理上的成就與承諾，並不是未來情境的衝擊或曝險。Step 3: 這是對公司成就與績效的分析，不涉及被動風險揭露。Step 4: 判定為 0。,0,Step 1: 句中出現了一些軟詞如積極提升、努力、持續邁向等，但不構成整體模糊性。Step 2: 文本中給出2024年榮獲評選、2023年綠電採購數據等具體成果和數字。Step 3: 年份、排名、指標排名以及綠電比例皆可被查證。Step 4: 雖有少量軟詞，但明確的年份和數據覆蓋，判定為 0。
10104,"某公司公司章程規定,選出董事 9 名(含獨立董事 3 名),任期 3 年。選舉方式依公司法第 192 條之 1 及本公司章程規定採候選人提名制度,持有本公司已發行股份總數百分之一以上股份之股東,得於提名期間內以書面提出董事候選人名單,股東應就公告之候選人名單中選任之。依某公司公司公司治理守則第 20 條規定,董事會成員組成應考量多元性、獨立性、執行職務之專業能力等。",1,0,1,Step 1: 句中的核心動作是公司章程的現行規定與治理守則的內容；時間錨點為目前現行的制度。Step 2: 核心成果是目前正在實施的制度。Step 3: 沒有未來目標的陳述。Step 4: 已完成/現狀優先，判定為歷史/現狀，故為 1。,0,Step 1: 主詞是公司治理規範。Step 2: 描述的是公司治理章程與選舉制度，不涉及未來情境衝擊或財務損失。Step 3: 這是一般治理事件的統計，應排除為 0。Step 4: 判定為 0。,0,Step 1: 該文本描述了董事選舉制度及董事會成員要求，無明顯公關軟詞或條件式逃脫。Step 2: 內容具體包括董事數量、獨立董事要求、任期、以及依據的法律條款和公司章程規定。Step 3: 這些條款和規定可被第三方查證。Step 4: 沒有軟詞或模糊性，避免過度判斷，判定為 0。
10105,"某公司礦區與和平港因應策略:建立原生復育礦區:進行長期調查並導入量化指標,評估復育成果。設立觀光、教育園區:推動OECMs並設立教育園區,可提供當地社區工作和觀光機會,並與政府或學術機構交流做法。建立台灣海洋教育平台:某公司規劃建立OECMs的台灣海洋教育平台,匯集海洋教育資源。規劃礦區歷史文化導覽:結合礦區發展歷史,並現地保留過往生產設施及歷史建築,進行文化導覽。",0,1,0,Step 1: 核心動作為建立復育礦區、設立觀光園區、推動教育交流、建立海洋教育平台、規劃文化導覽。Step 2: 這些是尚未實施的計畫與未來的目標。Step 3: 文本核心是未來必須執行才能達成的目標。Step 4: 判定為未來，故為 0。,0,Step 1: 主詞為公司本身的策略和行動。Step 2: 描述的是公司主動執行的復育、教育和文化推廣目標，不是未來情境造成的曝險或損失。Step 3: 文本涉及公司措施和計畫，並非單純數據或風險管理流程。Step 4: 根據判定為主動承諾揭露，因此判定為 0。,0,Step 1: 文中有一些動詞和名詞，如推動、規劃，但整體較具體。Step 2: 包含具體行動，如建立原生復育礦區、設立觀光園區、建立海洋教育平台等。Step 3: 這些行為如長期調查、量化指標和與政府機構交流等，可被查證。Step 4: 雖然有計劃詞彙，但整體信息具體、可查證，故避險詞不佔核心脈絡，避免判定為 1。
10106,"全氟 / 多氟烷基物質 (Per / Poly fluoroalkyl substances, PFAS) 為一類化學性質穩定的合成物質,具備防水、防油、及摩擦力小的特性,廣泛應用於許多產品的製造過程。然而,由於 PFAS 於環境中不易分解,且對人體可能造成危害,因此越來越多的國家和地區開始對其採取管制。某公司分別於 2015 年與 2016 年完成 PFOS 與 PFOA 的替代,並於 2017 年領先業界完成 PFOA 相關物質的替代。 隨著國際對 PFAS 物質管制範圍的擴大,某公司在提案階段即開始超前部署,陸續盤點製程所使用的物料,針對既有材料以供應商問卷方式掌握其原物料是否含有 PFAS 之情況,也與供應商議合,針對取代相關物質之可能性進行討論,以提早因應。對於替代難度高的物料 (如光阻劑),要求供應商提出證明,透過 ECHA 平臺爭取豁免。對於可替代的物料,則要求供應商提供替代品,陸續進行替代評估。 某公司經由新材料評估的審查機制,卡關進料源頭,禁止新引進 C5 (含) 以上 PFAS 的製程原料,以降低使用 PFAS 禁用物質的可能。某公司承諾所有材料均禁止含有 PFOS、PFOA、PFOA 相關物質、PFHxS 和 PFHxA。目前僅子公司 USJC 使用的 1 支光阻劑含有 PFHxA,其他廠區製程無使用含有 PFAS 的替代計畫之外,另外某公司亦同步尋找其他供應商是否也有合適的替代光阻劑,已於 2024 年尋獲合適標的,2025 年安排進行初步測試,目標在 2028 年底實現 PFHxA 的淘汰。此外,某公司也參與台灣半導體產業協會及世界半導體理事會化學品工作小組討論,並承諾與其共同合作研究尋找 PFAS 的替代或削減技術,未來,某公司亦將持續關注國際法規的發展動向,參與國內外組織討論,以提前因應相關的管制衝擊,確保營運生產穩定,同時實踐最小化環境足跡的永續策略方向。",1,1,0,Step 1: 句中的核心動作包括2015年與2016年完成更替、2017年領先業界完成更替，以及承諾在2028年淘汰PFHxA。時間錨點涉及過去的完成與未來的目標。Step 2: 已完成的包括2015年、2016年、2017年的替代動作，而2028年淘汰PFHxA是未來的目標。Step 3: 核心包括過去的完成情形與未來的承諾和計畫，未來目標（2028年淘汰）和替代方案是文本的重要部分。Step 4: 雖然包含過去已完成的替代，但未來淘汰PFHxA是長期目標，加上持續替代評估及測試，因此判定為未來目標，因此為 0。,0,Step 1: 文本的核心主題是公司自發的行動和承諾，在面對國際對 PFAS 的管制趨勢下，進行材料替代和參與行業組織。Step 2: 描述的是公司主動達成的替代目標和參與行動，沒有聚焦於外部情境造成的財務衝擊或曝險。Step 3: 不是單純數據揭露，而是公司的策略和目標。Step 4: 根據主被動原則，文本主要描述公司主動承諾及行動，故判定為 0。,0,"Step 1: 文中有使用承諾、目標、持續關注等詞，但也包含具體行動和措施。Step 2: 有明確年份（2015, 2016, 2017, 2024, 2025, 2028）、行動細節（如禁止引進原料、完成替代、進行測試）可覆蓋軟詞。Step 3: 替代計畫及實施細節可被第三方查證（如禁用規範、材料替代）。Step 4: 雖然有軟詞和願景，但具體計劃和時間表使其可驗證，因此判定為 0。"
10107,"4 大公益策略 2026-2030 年目標 樂在學習 • 至 2030 某公司研究獎金及獎助學金頒發約 1,073 萬元,鼓勵學生對金融創新、綠色金融、資訊安全、金融科技及 ESG 等議題深入研究,為金融業帶入創新思維。 • 持續辦理某公司講堂、普惠金融相關講座及論壇,至 2030 年辦理逾 2,200 場,包括赴社福團體、醫療機構、學校及安養機構辦理跨產業信託講習,提升民眾信託觀念,另透過理財講座及客戶說明會,使更多民眾認識某公司之金融商品,提早規劃樂活安養生活。 • 至 2030 某公司舉辦理財育樂營共 5 場,向學童宣導理財之重要性及建立財務規劃觀念。 • 至 2030 年某公司證券累計捐贈 20 家偏鄉學童社福團體共 200 萬元。 • 至 2030 年某公司人壽舉辦陶瓷設計比賽共 5 場,培育校園設計人才與提供年輕人參與企業活動機會。",1,1,0,Step 1: 句子的核心動作是頒發獎金、辦理講座、舉辦營會、捐贈及比賽，時間錨點是至2030年。Step 2: 所描述的目標和活動都需要將來的投入和執行才能達成。Step 3: 文本的核心在於未來的計畫和承諾而非已完成的成果。Step 4: 判定為未來目標，故為 0。,0,Step 1: 文本核心主詞是公司本身的行動與目標。Step 2: 數字和動作描述的是公司主動要達成的目標和已完成的活動。Step 3: 內容是公司的公益策略和一般資料揭露，不涉及未來情境的衝擊或損失。Step 4: 判定為 0。,0,"Step 1: 句中動詞有“鼓勵”、“辦理”、“舉辦”、“宣導”、“培育”等詞，但沒有避險詞或條件式逃脫。Step 2: 有明確時間（至 2030 年）、數字（頒發獎金約 1,073 萬元、辦理逾 2,200 場講座、累計捐贈 200 萬元等）覆蓋。Step 3: 這些目標均有具體數字與時間，能被第三方客觀查證。Step 4: 雖有“鼓勵”等軟詞，但已被具體措施、數字和時間目標覆蓋，應避免過度判成 1。"
10108,"員工是某公司的重要資產,而健康安全是員工的首要財富,為確保員工在一個健康及安全環境中工作及貫徹安全衛生政策,某公司設置「職業安全衛生委員會」,委員會每三個月召開 1 次會議並針對職安法要求提出建議,共提出 11 項專案皆已於 2024 年底前完成結案: 職業安全衛生委員會勞方代表占總成員的 39%(比率優於法定人數三分之一以上),其組成如下: (1) 職業安全衛生人員。 (2) 各部門之主管、監督、指揮人員。 (3) 與職業安全衛生有關之工程技術人員。 (4) 從事勞工健康服務之醫護人員。 (5) 勞工代表。",1,0,1,Step 1: 核心動作為設置職業安全衛生委員會，每三個月召開會議，並已於2024年底前完成11項專案。時間錨點為目前進行的會議頻率及2024年底前完成的專案。Step 2: 設置委員會並完成專案是已經實施且結案的事實。Step 3: 沒有核心未來目標。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 主詞是公司健康與安全政策。Step 2: 描述的是公司內部政策與組織架構，沒有涉及未來情境的衝擊或損失。Step 3: 這是公司主動改善和執行的措施，不是被動風險揭露。Step 4: 判定為 0。,0,Step 1: 文本中並無公關軟詞或條件式逃脫。Step 2: 提到具體的組織（職業安全衛生委員會）、每三個月開會頻率、11項專案完成狀態、2024年完成，以及勞方代表比例。Step 3: 這些細節和成果可以被第三方查證。Step 4: 核心為具體行動和成果，無軟詞成分，判定為 0。
10109,"每年則由評鑑小組對主要合格供應商進行年度評鑑,評鑑小組成員包括品保、生產、技術、材發、採購等單位組成,並視需要納入其他單位。若得分率或單項得分率低於 70% 者,對應供應商將暫不予合作。",1,0,1,Step 1: 句中的核心動作是每年進行供應商評鑑。Step 2: 每年進行評鑑是現有的常態性管理措施。Step 3: 沒有未來目標，句子的核心是已實施的制度。Step 4: 根據Edge Case Guidelines，這是常態性管理行為，判定為歷史/現狀，故為 1。,0,Step 1: 主詞是公司內部的評鑑流程。Step 2: 描述的是年度評鑑機制和流程，不涉及外部情境造成的財務衝擊。Step 3: 這是單純的評鑑流程，不是風險影響揭露。Step 4: 判定為 0。,0,Step 1: 句中有視需要的條件句，但不是主體。Step 2: 提到每年進行評鑑，有具體的合格標準如得分率低於 70%。Step 3: 年度評鑑與70%得分率可以被客觀查證。Step 4: 視需要非核心，整體以具體制度為主，不應判為 1。
10110,"為替身心障礙人士打造友善、便利的無障礙金融投資環境,某公司證券官網友善服務專區取得「無障礙網路 A 級標章」認證,並遵照主管機關金融友善措施,提供電話、語音及電子下單等多元下單及開戶服務,結合無歧視性之數位化功能,讓客戶操作更直覺便利。此外,各項線上金融服務可免除臨櫃的不便與節省時間,並提供全天候 24 小時專業、完整的電子交易。",1,0,1,Step 1: 句子核心為『證券官網友善服務專區取得認證』以及『提供多元服務』。Step 2: 取得認證是已經達成的事實，提供多元服務是正在實施的現況。Step 3: 沒有未來目標需要達成。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 文本主詞是公司，描述服務與認證。Step 2: 描述的是公司主動達成的目標，包括認證取得與多元服務提供。Step 3: 這是公司主動承諾與服務描述，不是風險或財務衝擊揭露。Step 4: 判定為 0。,0,Step 1: 文中無出現明顯的公關軟詞或條件式逃脫。Step 2: 文中有 '無障礙網路 A 級標章' 認證且提到多元服務。Step 3: 認證及服務內容可被第三方查證。Step 4: 無軟詞干擾，具有明確行動和證據，故判定為 0。
10111,"某公司全員活動除公司攜手職工福利委員會舉辦一年一度的尾牙旺年晚會活動外,在「某公司家庭日」活動上,我們邀請同仁帶著眷屬親友一同共襄盛舉參加包含五大活動主題的家庭日活動,包含:(1) 某公司鐵人三項與體育競賽活動、(2) 某公司同仁團隊趣味競賽分組活動、(3) 大螃蟹、小螃蟹遊樂設施體驗與親子闖關活動、(4) 某公司園遊會同樂活動,以及 (5) 全員齊聚與資深同仁頒獎活動,打造專屬螃蟹家族「團隊、創新、活力」氛圍之家庭日活動,共創螃蟹大家庭特有的凝聚力!某公司三十八週年家庭日活動共約 6,237 名同仁、同仁親友及原鄉四校師生們參與,各項競賽共有 300 名同仁組隊參加。",1,0,1,Step 1: 時間錨點不明確，但描述的是已舉辦的活動。核心動作為舉辦涵蓋多個主題的家庭日。Step 2: 活動已經完成，提供了參與者的具體數據。Step 3: 沒有未來的目標或承諾。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 核心主詞是公司本身的活動行動。Step 2: 描述的是公司舉辦的活動與參與情況，而非未來情境下的潛在衝擊或損失。Step 3: 這是單純的參與數據和活動內容揭露，沒有涉及風險或財務衝擊。Step 4: 判定為 0。,0,"Step 1: 文中有使用一些形容詞如共創螃蟹大家庭特有的凝聚力，但都不是試圖避險的公關軟詞。Step 2: 提到了具體的活動內容、參與人數6,237名以及三十八週年，這些都是可查證的具體細節。Step 3: 活動內容與參與人數可以由第三方查證。Step 4: 文中形容詞只是對活動氣氛的修飾，並不影響核心信息的可驗證性，故不應過度判定為模糊避險。"
10112,"某公司重視員工意見表達與交流,設立完善的內部溝通管道。員工可透過公司網站了解政策宣示、產品資訊、營運狀況與變化、重大資訊、人才招募等,亦可透過電子信箱、廠區公佈欄,瞭解公司政策與營運狀況。公司目前在台灣有成立勞資會議、職工福利委員會,大陸廠皆成立職工代表大會,而越南廠區則有工會組織。勞資會議與職工代表大會和工會成員包括基層員工,公司定期舉行會議,與員工溝通協調公司的政策和管理事務,並對員工反映的公司管理、生活等方面的問題進行回覆解答或予以解決。",0,1,1,Step 1: 核心動作是設立內部溝通管道、成立勞資會議等組織，以及定期舉行會議。時間錨點是目前與現行制度。Step 2: 描述的都是已經實施的現狀與制度。Step 3: 沒有未來目標。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 文本核心主詞是公司內部的溝通與管理措施。Step 2: 描述的是公司主動設立的溝通管道和會議機制。Step 3: 這是一般治理事件的揭露，不涉及未來情境的潛在衝擊或損失。Step 4: 判定為 0。,0,Step 1: 文中没有使用明显的公关软词或条件性逃脱语句。Step 2: 提到在台湾成立劳资会议、职工福利委员会，大陆和越南厂皆有相应的组织，且定期举行会议，为明确行动。Step 3: 这些设立与会议可被第三方查证。Step 4: 没有软词需要覆蓋，文本中的内容相对具体和可查证。判定为 0。
10113,"我們深知永續議題的管理,是企業持續改善與長遠發展的關鍵。其包含企業面對議題如何整合內部資源擬定相關管理方針與各階段利害關係人的議合溝通。本公司透過多元管道蒐集相關回覆和建議,將其納入公司營運規劃中。",0,1,1,Step 1: 核心動作為整合資源和擬定管理方針，時間錨點不明確。Step 2: 文中提及透過管道蒐集回覆並納入營運規劃，暗示持續進行的現狀。Step 3: 未提及具體未來目標。Step 4: 判定文本描述現行制度與管理狀態，故為 1。,0,Step 1: 文本核心主詞為公司本身的永續議題管理行動。Step 2: 描述的是公司整合內部資源和利害關係人溝通，屬於主動的管理方針。Step 3: 沒有描述未來的情境衝擊或損失，也非單純數據揭露。Step 4: 判定為 0。,1,Step 1: 句中使用了『深知』、『持續改善』、『長遠發展』等抽象詞。Step 2: 沒有具體年份、數字或明確成果量化。Step 3: 文中管理方針、溝通與資源整合的實質行動與成效無法被客觀查證。Step 4: 軟詞泛泛而談，沒有具體資料覆蓋模糊性，故判定為 1。
10114,"某公司遵循 ISO 45001 環安衛管理系統,充分了解工作環境中的危險因素和風險。透過對公司內所有相關人員(包括員工、臨時人員、承包商、訪客以及其他人員)造成的影響進行評估,以確保所有人員都有正確的認知。確保員工在一個健康、安全的工作環境中工作。",0,0,1,Step 1: 核心動作是遵循 ISO 45001 系統並進行風險評估，沒有明確的時間錨點但語境顯示是現行的制度。Step 2: 這是描述公司目前正在進行的程序和制度。Step 3: 沒有未來目標，文本核心是現狀。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 主詞是公司遵循 ISO 45001 的行動。Step 2: 描述的是公司如何管理與評估工作環境風險，確保健康安全的措施。Step 3: 這是風險管理與安全措施的揭露，不涉及未來情境的財務衝擊。Step 4: 依據風險管理流程不等於風險衝擊的原則，判定為 0。,0,"Step 1: 句中使用了 ""充分了解""、""確保"" 等詞，但整體語句結構並未流於軟性或模糊。Step 2: 提到的 ISO 45001 可算作具體的認證覆蓋。Step 3: ISO 45001 認證是可被第三方查證的明確行動。Step 4: 雖有修辭，但有清晰的標準指引覆蓋，避免過度判成 1。"
10115,"民眾對於食品安全的關注已成為社會不可忽視的議題,某公司在台灣耕耘超過 50 年之久,經營理念從滿足消費者基本生存需求的食品製造,已延伸至照顧消費者的生活,甚至是滿足顧客的全方位生活產業,可謂在該產業發展占有領導者之角色。面對社會和消費者對食品業者的至高期許,某公司在食品安全的控管制度上,建立集團一致之管理規範,並以價值鏈角度出發,從原物料溯源管理、製造過程、零售通路至消費者售後服務,為民眾把關所有產品所牽涉到的安全與健康,並期許能發揮產業影響力引領產業正向發展,形成善的循環。",1,1,1,Step 1: 時間錨點不明確，核心動作為建立控管制度。Step 2: 建立管理規範與控管制度為已經實施的現行制度。Step 3: 期許發揮影響力未來目標不是核心，核心是目前已經施行的管理。Step 4: 判定為歷史/現狀，故為 1。,0,Step 1: 文本核心主詞是公司本身的行動與績效。Step 2: 描述的是公司主動建立控管制度和管理規範、從事安全與健康把關，以及期許產業影響力。Step 3: 這是公司主動承諾和行動，不是未來情境造成的衝擊或曝險揭露。Step 4: 判定為 0。,1,Step 1: 文中出現期許、期盼、引領等軟詞，並無具體的量化目標、時間表、成果或認證。Step 2: 雖提及控管制度與溯源管理，但缺乏具體細節和如何檢驗或查證的標準。Step 3: 缺乏可查證的行動或目標，難以被第三方客觀稽核。Step 4: 軟詞在此文本中是核心，不是單純修辭，故判定為 1。
10116,"某公司致力於推動員工穩定留任政策,2030年達成間接員工年度整體留任率90%以上,同步強化間接員工中高績效人才之專屬發展機制與福利制度,設定該族群人員之留任率達95%。員工是公司最重要的無形資產之一。吸引合格且才華橫溢的員工以及留住和培養內部人才的能力,對於公司的成功至關重要。專注於吸引最優秀人才的公司不應忽視與公司共同成長、了解組織、使命和文化的內部人才。公司需要建立有序的內部職涯流動流程,以留住人才並降低外部招募成本。",1,1,0,Step 1: 文本包含未來目標和承諾，例如2030年達成留任率目標。核心動作為設定未來目標和強化機制。Step 2: 這些未來的目標尚未達成，政策與機制預期成效。Step 3: 核心是未來的留任率目標。Step 4: 判定為未來，故為 0。,0,Step 1: 這段文字的核心主詞是公司本身的行動和政策。Step 2: 描述的是公司設定的人才留任目標和措施，不是未來情境的衝擊或損失。Step 3: 這是關於內部治理和人員流程的改善，沒有涉及外部風險揭露。Step 4: 判定為 0。,0,Step 1: 出現致力於、同步強化等軟詞，後段也有抽象的成功至關重要這類敘述。Step 2: 包含2030年、留任率90%以上及95%等具有可查證性的具體目標。Step 3: 留任率和目標年份可被第三方會計師查證。Step 4: 雖有軟詞，但具體目標覆蓋，判定為 0。
10117,"以 2020 年為基準年,至 2030 年範疇一 + 二碳排放量降低 42%。 以 2020 年為基準年,至 2030 年範疇三 - 燃料和能源相關活動碳排放量降低 42%。 以 2020 年為基準年,至 2030 年國內據點再生能源使用比例達 100%。 以 2020 年為基準年,至 2030 年營收用水量降低 30%。 以 2016 年為基準年,至 2030 年營收一般垃圾量降低 78%。",1,0,0,Step 1: 核心動作是降低碳排放、再生能源使用比例達成、降低用水量和垃圾量。時間錨點是2030年。Step 2: 這些都是未來尚需達成的目標。Step 3: 核心是未來2030年的具體目標。Step 4: 判定為未來，故為 0。,0,Step 1: 文本核心主詞是公司減量目標。Step 2: 描述的數字是公司要達成的減量目標，不是未來情境衝擊。Step 3: 文本屬於公司主動承諾的目標設定。Step 4: 判定為 0。,0,Step 1: 文中未出現公關軟詞或條件式逃脫。Step 2: 提供基準年（2020年和2016年）以及2030年具體數字目標（如碳排放量降低42%、再生能源使用比例達100%、用水量降低30%、垃圾量降低78%）。Step 3: 明確數字與目標時間點可被第三方查證。Step 4: 無軟詞或修辭，故判定為 0。
